date,home_team,away_team,home_team_last_5_games,away_team_last_5_games,home_elo_rating,away_elo_rating,result
2023-06-11,Tajikistan,Turkmenistan,4,4,1327,1252,tie
2023-06-11,Uzbekistan,Oman,11,9,1575,1567,win
2023-06-11,Mauritius,Pakistan,4,0,950,873,win
2023-06-12,Germany,Ukraine,8,5,1955,1822,tie
2023-06-12,Morocco,Cape Verde,5,8,1866,1481,tie
2023-06-13,Iran,Afghanistan,10,1,1780,1098,win
2023-06-13,Curaçao,Costa Rica,1,7,1362,1737,tie
2023-06-14,DR Congo,Uganda,10,4,1453,1392,win
2023-06-14,Indonesia,Palestine,6,13,1278,1433,tie
2023-06-14,Malaysia,Solomon Islands,12,7,1216,1205,win
2023-06-14,Mozambique,Malawi,2,5,1319,1294,tie
2023-06-14,Togo,Lesotho,5,3,1324,1220,win
2023-06-14,Uruguay,Nicaragua,10,4,1904,1257,win
2023-06-14,Netherlands,Croatia,7,10,2073,1950,lose
2023-06-14,Oman,Tajikistan,7,4,1567,1327,tie
2023-06-14,Uzbekistan,Turkmenistan,11,4,1575,1252,win
2023-06-14,Pakistan,Kenya,0,7,873,1371,lose
2023-06-14,Mauritius,Djibouti,3,3,950,860,lose
2023-06-14,Guinea,Egypt,6,15,1382,1660,lose
2023-06-14,South Sudan,Gambia,3,7,1101,1421,lose
2023-06-15,Panama,Canada,7,9,1645,1711,lose
2023-06-15,United States,Mexico,11,6,1817,1812,win
2023-06-15,Argentina,Australia,13,6,2144,1773,win
2023-06-15,Cambodia,Bangladesh,6,7,879,849,lose
2023-06-15,Costa Rica,Guatemala,4,9,1737,1450,lose
2023-06-15,Honduras,Venezuela,4,11,1471,1685,lose
2023-06-15,Jamaica,Qatar,3,7,1556,1577,lose
2023-06-15,Japan,El Salvador,8,0,1851,1482,win
2023-06-15,Philippines,Nepal,3,10,1064,943,win
2023-06-15,Vietnam,Hong Kong,8,5,1401,1140,win
2023-06-15,Spain,Italy,7,6,1996,1973,win
2023-06-16,Antigua and Barbuda,Guadeloupe,3,9,1163,1215,lose
2023-06-16,Martinique,Saint Lucia,4,9,1388,1045,win
2023-06-16,Curaçao,Saint Kitts and Nevis,2,11,1362,1176,tie
2023-06-16,Chile,Dominican Republic,10,5,1696,1175,win
2023-06-16,Taiwan,Thailand,4,5,901,1383,tie
2023-06-16,Colombia,Iraq,11,9,1919,1575,win
2023-06-16,South Korea,Peru,4,10,1788,1851,lose
2023-06-16,Poland,Germany,6,7,1801,1955,win
2023-06-16,Serbia,Jordan,12,9,1835,1590,win
2023-06-16,Singapore,Papua New Guinea,6,10,1150,1223,tie
2023-06-16,Sweden,New Zealand,12,4,1757,1527,win
2023-06-16,Gibraltar,France,6,13,1068,2081,lose
2023-06-16,Malta,England,3,12,1259,1966,lose
2023-06-16,North Macedonia,Ukraine,7,8,1533,1822,lose
2023-06-16,Wales,Armenia,4,5,1716,1451,lose
2023-06-16,Latvia,Turkey,2,12,1352,1711,lose
2023-06-16,Finland,Slovenia,6,12,1688,1667,win
2023-06-16,Denmark,Northern Ireland,6,6,1883,1539,win
2023-06-16,San Marino,Kazakhstan,1,6,783,1391,lose
2023-06-16,Andorra,Switzerland,1,12,1109,1878,lose
2023-06-16,Belarus,Israel,3,7,1415,1619,lose
2023-06-16,Kosovo,Romania,5,10,1507,1610,tie
2023-06-16,Kyrgyzstan,Iran,2,10,1267,1780,lose
2023-06-17,Guyana,Grenada,5,5,1183,1135,tie
2023-06-17,Suriname,Puerto Rico,4,13,1320,1087,tie
2023-06-17,French Guiana,Sint Maarten,8,6,1347,776,win
2023-06-17,Brazil,Guinea,7,6,2133,1382,win
2023-06-17,Ecuador,Bolivia,7,3,1842,1617,win
2023-06-17,Norway,Scotland,5,10,1754,1751,lose
2023-06-17,Cyprus,Georgia,4,10,1355,1651,lose
2023-06-17,Faroe Islands,Czech Republic,2,10,1308,1778,lose
2023-06-17,Albania,Moldova,6,2,1543,1232,win
2023-06-17,Azerbaijan,Estonia,7,5,1423,1429,tie
2023-06-17,Belgium,Austria,8,13,1947,1751,tie
2023-06-17,Lithuania,Bulgaria,3,5,1248,1522,tie
2023-06-17,Montenegro,Hungary,5,11,1540,1824,tie
2023-06-17,Luxembourg,Liechtenstein,5,0,1443,977,win
2023-06-17,Iceland,Slovakia,4,9,1543,1579,lose
2023-06-17,Portugal,Bosnia and Herzegovina,12,6,1998,1616,win
2023-06-17,Turkmenistan,Oman,1,7,1252,1567,lose
2023-06-17,Uzbekistan,Tajikistan,13,3,1575,1327,win
2023-06-17,Djibouti,Pakistan,6,0,860,873,win
2023-06-17,Central African Republic,Angola,7,8,1261,1406,lose
2023-06-17,Zambia,Ivory Coast,9,9,1464,1667,win
2023-06-17,Lesotho,Comoros,0,3,1220,1246,lose
2023-06-17,Equatorial Guinea,Tunisia,11,9,1432,1745,win
2023-06-17,Botswana,Libya,3,6,1363,1349,win
2023-06-17,South Africa,Morocco,11,5,1540,1866,win
2023-06-17,Benin,Senegal,3,10,1383,1745,tie
2023-06-18,Panama,Mexico,6,8,1645,1812,lose
2023-06-18,United States,Canada,13,9,1817,1711,win
2023-06-18,Egypt,South Sudan,15,3,1660,1101,win
2023-06-18,Guatemala,Venezuela,6,13,1450,1685,lose
2023-06-18,Paraguay,Nicaragua,4,4,1727,1257,win
2023-06-18,Singapore,Solomon Islands,6,7,1150,1205,tie
2023-06-18,Netherlands,Italy,4,6,2073,1973,lose
2023-06-18,Croatia,Spain,11,8,1950,1996,tie
2023-06-18,Mauritius,Kenya,6,7,950,1371,win
2023-06-18,Sierra Leone,Nigeria,4,6,1333,1627,lose
2023-06-18,Cape Verde,Burkina Faso,11,10,1481,1602,win
2023-06-18,Eswatini,Togo,2,8,1296,1324,lose
2023-06-18,Madagascar,Ghana,5,8,1297,1593,tie
2023-06-18,Tanzania,Niger,9,0,1312,1241,win
2023-06-18,Uganda,Algeria,3,10,1392,1705,lose
2023-06-18,Congo,Mali,4,10,1298,1617,lose
2023-06-18,Gabon,DR Congo,9,13,1487,1453,lose
2023-06-18,Rwanda,Mozambique,5,4,1278,1319,lose
2023-06-19,Hong Kong,Thailand,2,7,1140,1383,lose
2023-06-19,Indonesia,Argentina,5,13,1278,2144,lose
2023-06-19,Jamaica,Jordan,2,9,1556,1590,lose
2023-06-19,Philippines,Taiwan,3,7,1064,901,lose
2023-06-19,France,Greece,13,7,2081,1689,win
2023-06-19,Ukraine,Malta,8,3,1822,1259,win
2023-06-19,England,North Macedonia,12,6,1966,1533,win
2023-06-19,Armenia,Latvia,7,1,1451,1352,win
2023-06-19,Turkey,Wales,12,4,1711,1716,win
2023-06-19,Finland,San Marino,9,0,1688,783,win
2023-06-19,Northern Ireland,Kazakhstan,3,9,1539,1391,lose
2023-06-19,Slovenia,Denmark,10,7,1667,1883,tie
2023-06-19,Belarus,Kosovo,3,4,1415,1507,win
2023-06-19,Switzerland,Romania,10,11,1878,1610,tie
2023-06-19,Israel,Andorra,7,1,1619,1109,win
2023-06-20,Guadeloupe,Guyana,9,5,1215,1183,win
2023-06-20,Martinique,Puerto Rico,7,10,1388,1087,win
2023-06-20,Saint Kitts and Nevis,French Guiana,9,8,1176,1347,tie
2023-06-20,Algeria,Tunisia,10,10,1705,1745,tie
2023-06-20,Bolivia,Chile,4,11,1617,1696,tie
2023-06-20,Brazil,Senegal,7,10,2133,1745,lose
2023-06-20,Ecuador,Costa Rica,9,4,1842,1737,win
2023-06-20,Germany,Colombia,4,11,1955,1919,lose
2023-06-20,Haiti,Trinidad and Tobago,13,9,1536,1340,tie
2023-06-20,Japan,Peru,8,7,1851,1851,win
2023-06-20,South Korea,El Salvador,2,1,1788,1482,tie
2023-06-20,Malaysia,Papua New Guinea,12,7,1216,1223,win
2023-06-20,Montenegro,Czech Republic,4,10,1540,1778,lose
2023-06-20,Uruguay,Cuba,13,7,1904,1326,win
2023-06-20,Vietnam,Syria,10,3,1401,1413,win
2023-06-20,Scotland,Georgia,12,7,1751,1651,win
2023-06-20,Norway,Cyprus,5,4,1754,1355,win
2023-06-20,Faroe Islands,Albania,2,9,1308,1543,lose
2023-06-20,Moldova,Poland,5,6,1232,1801,win
2023-06-20,Austria,Sweden,13,9,1751,1757,win
2023-06-20,Estonia,Belgium,4,11,1429,1947,lose
2023-06-20,Hungary,Lithuania,13,2,1824,1248,win
2023-06-20,Bulgaria,Serbia,3,13,1522,1835,tie
2023-06-20,Iceland,Portugal,3,12,1543,1998,lose
2023-06-20,Bosnia and Herzegovina,Luxembourg,3,7,1616,1443,lose
2023-06-20,Liechtenstein,Slovakia,0,11,977,1579,lose
2023-06-20,Kyrgyzstan,Oman,1,10,1267,1567,lose
2023-06-20,Uzbekistan,Iran,10,13,1575,1780,lose
2023-06-20,Burundi,Namibia,4,7,1253,1364,win
2023-06-20,Ethiopia,Malawi,5,3,1348,1294,tie
2023-06-20,Sudan,Mauritania,4,10,1303,1388,lose
2023-06-21,Kuwait,Nepal,13,7,1315,943,win
2023-06-21,India,Pakistan,10,0,1220,873,win
2023-06-22,Lebanon,Bangladesh,3,7,1317,849,win
2023-06-22,Maldives,Bhutan,9,1,929,567,win
2023-06-24,Pakistan,Kuwait,0,13,873,1315,lose
2023-06-24,India,Nepal,12,4,1220,943,win
2023-06-24,United States,Jamaica,11,3,1817,1556,tie
2023-06-25,Bangladesh,Maldives,9,6,849,929,win
2023-06-25,Bhutan,Lebanon,1,6,567,1317,lose
2023-06-25,Trinidad and Tobago,Saint Kitts and Nevis,11,8,1340,1176,win
2023-06-25,Haiti,Qatar,13,4,1536,1577,win
2023-06-25,Mexico,Honduras,10,4,1812,1471,win
2023-06-26,El Salvador,Martinique,1,10,1482,1388,lose
2023-06-26,Costa Rica,Panama,1,9,1737,1645,lose
2023-06-27,Nepal,Pakistan,6,0,943,873,win
2023-06-27,India,Kuwait,13,13,1220,1315,tie
2023-06-27,Canada,Guadeloupe,10,7,1711,1215,tie
2023-06-27,Guatemala,Cuba,6,6,1450,1326,win
2023-06-28,Lebanon,Maldives,9,6,1317,929,win
2023-06-28,Bhutan,Bangladesh,1,9,567,849,lose
2023-06-28,Jamaica,Trinidad and Tobago,5,8,1556,1340,win
2023-06-28,United States,Saint Kitts and Nevis,11,5,1817,1176,win
2023-06-29,Qatar,Honduras,5,4,1577,1471,tie
2023-06-29,Haiti,Mexico,10,10,1536,1812,lose
2023-06-30,Martinique,Panama,9,9,1388,1645,lose
2023-06-30,El Salvador,Costa Rica,2,2,1482,1737,tie
2023-07-01,India,Lebanon,11,10,1220,1317,tie
2023-07-01,Kuwait,Bangladesh,13,9,1315,849,win
2023-07-01,Cuba,Guadeloupe,3,10,1326,1215,lose
2023-07-01,Guatemala,Canada,7,8,1450,1711,tie
2023-07-02,United States,Trinidad and Tobago,13,7,1817,1340,win
2023-07-02,Jamaica,Saint Kitts and Nevis,7,2,1556,1176,win
2023-07-02,Honduras,Haiti,4,7,1471,1536,win
2023-07-02,Mexico,Qatar,9,7,1812,1577,lose
2023-07-04,India,Kuwait,9,11,1220,1315,tie
2023-07-04,Costa Rica,Martinique,4,9,1737,1388,win
2023-07-04,Panama,El Salvador,7,3,1645,1482,tie
2023-07-04,Guadeloupe,Guatemala,10,10,1215,1450,lose
2023-07-04,Canada,Cuba,8,0,1711,1326,win
2023-07-05,Eswatini,Botswana,1,6,1296,1363,lose
2023-07-05,South Africa,Namibia,9,5,1540,1364,tie
2023-07-06,Seychelles,Comoros,4,6,883,1246,lose
2023-07-06,Zambia,Malawi,9,5,1464,1294,lose
2023-07-07,Mauritius,Lesotho,6,3,950,1220,lose
2023-07-07,Mozambique,Angola,5,6,1319,1406,tie
2023-07-08,Panama,Qatar,10,7,1645,1577,win
2023-07-08,Mexico,Costa Rica,12,4,1812,1737,win
2023-07-08,South Africa,Botswana,11,6,1540,1363,win
2023-07-08,Namibia,Eswatini,5,4,1364,1296,lose
2023-07-09,Guatemala,Jamaica,7,10,1450,1556,lose
2023-07-09,United States,Canada,11,6,1817,1711,tie
2023-07-09,Zambia,Comoros,12,6,1464,1246,win
2023-07-09,Malawi,Seychelles,8,4,1294,883,win
2023-07-10,Angola,Mauritius,5,9,1406,950,lose
2023-07-10,Mozambique,Lesotho,5,6,1319,1220,lose
2023-07-11,Namibia,Botswana,5,7,1364,1363,tie
2023-07-11,South Africa,Eswatini,13,3,1540,1296,win
2023-07-11,Malawi,Comoros,11,6,1294,1246,win
2023-07-11,Seychelles,Zambia,3,12,883,1464,lose
2023-07-12,United States,Panama,9,11,1817,1645,tie
2023-07-12,Jamaica,Mexico,10,12,1556,1812,lose
2023-07-12,Angola,Lesotho,8,6,1406,1220,win
2023-07-12,Mauritius,Mozambique,6,8,950,1319,lose
2023-07-14,Malawi,Lesotho,11,7,1294,1220,tie
2023-07-14,South Africa,Zambia,10,12,1540,1464,lose
2023-07-16,Mexico,Panama,12,8,1812,1645,win
2023-07-16,South Africa,Malawi,8,11,1540,1294,tie
2023-07-16,Lesotho,Zambia,7,12,1220,1464,lose
2023-08-02,Ethiopia,Guyana,7,5,1348,1183,win
2023-08-24,Comoros,Mayotte,7,7,1246,1224,tie
2023-08-24,Madagascar,Seychelles,7,3,1297,883,win
2023-08-26,Madagascar,Mauritius,5,7,1297,950,tie
2023-08-27,Bolivia,Panama,4,8,1617,1645,lose
2023-08-28,Mauritius,Seychelles,7,0,950,883,win
2023-08-31,Madagascar,Comoros,8,2,1297,1246,win
2023-09-02,Comoros,Mauritius,2,7,1246,950,lose
2023-09-03,Bangladesh,Afghanistan,7,2,849,1098,tie
2023-09-03,Guatemala,Honduras,8,5,1450,1471,tie
2023-09-04,Mozambique,Benin,10,3,1319,1383,win
2023-09-06,Malta,Gibraltar,6,0,1259,1068,win
2023-09-06,Oman,Palestine,10,7,1567,1433,win
2023-09-06,Syria,Malaysia,4,13,1413,1216,tie
2023-09-06,Libya,Equatorial Guinea,4,11,1349,1432,tie
2023-09-07,Trinidad and Tobago,Curaçao,7,2,1340,1362,win
2023-09-07,Panama,Martinique,10,6,1645,1388,win
2023-09-07,Guatemala,El Salvador,8,3,1450,1482,win
2023-09-07,Sint Maarten,Saint Lucia,6,9,776,1045,lose
2023-09-07,Saint Kitts and Nevis,Guadeloupe,1,10,1176,1215,lose
2023-09-07,Anguilla,Saint Martin,2,7,614,838,lose
2023-09-07,Colombia,Venezuela,13,10,1919,1685,win
2023-09-07,Paraguay,Peru,4,5,1727,1851,tie
2023-09-07,Argentina,Ecuador,15,9,2144,1842,win
2023-09-07,Austria,Moldova,11,6,1751,1232,tie
2023-09-07,Bahrain,Kuwait,4,11,1494,1315,lose
2023-09-07,Bangladesh,Afghanistan,8,3,849,1098,tie
2023-09-07,Bulgaria,Iran,2,15,1522,1780,lose
2023-09-07,Cambodia,Hong Kong,4,2,879,1140,tie
2023-09-07,Norway,Jordan,7,6,1754,1590,win
2023-09-07,Qatar,Kenya,4,9,1577,1371,lose
2023-09-07,Wales,South Korea,5,3,1716,1788,tie
2023-09-07,Ghana,Central African Republic,8,7,1593,1261,win
2023-09-07,Angola,Madagascar,8,11,1406,1297,tie
2023-09-07,Algeria,Tanzania,11,7,1705,1312,tie
2023-09-07,Niger,Uganda,0,6,1241,1392,lose
2023-09-07,Tunisia,Botswana,10,7,1745,1363,win
2023-09-07,Netherlands,Greece,6,7,2073,1689,win
2023-09-07,Czech Republic,Albania,11,10,1778,1543,tie
2023-09-07,Poland,Faroe Islands,9,1,1801,1308,win
2023-09-07,Serbia,Hungary,10,13,1835,1824,lose
2023-09-07,Lithuania,Montenegro,3,5,1248,1540,tie
2023-09-07,Kazakhstan,Finland,9,12,1391,1688,lose
2023-09-07,Denmark,San Marino,10,0,1883,783,win
2023-09-07,Slovenia,Northern Ireland,10,3,1667,1539,win
2023-09-07,Iraq,India,7,7,1575,1220,tie
2023-09-07,Thailand,Lebanon,7,10,1383,1317,win
2023-09-08,Haiti,Cuba,5,1,1536,1326,tie
2023-09-08,Grenada,Suriname,5,5,1135,1320,tie
2023-09-08,Jamaica,Honduras,12,5,1556,1471,win
2023-09-08,Barbados,Montserrat,5,7,1007,964,lose
2023-09-08,Dominican Republic,Nicaragua,5,4,1175,1257,lose
2023-09-08,Bermuda,French Guiana,1,6,1204,1347,tie
2023-09-08,Uruguay,Chile,13,10,1904,1696,win
2023-09-08,Brazil,Bolivia,7,4,2133,1617,win
2023-09-08,Taiwan,Philippines,8,4,901,1064,tie
2023-09-08,Costa Rica,Saudi Arabia,7,0,1737,1644,win
2023-09-08,Indonesia,Turkmenistan,8,1,1278,1252,win
2023-09-08,Myanmar,Nepal,5,4,900,943,tie
2023-09-08,Singapore,Tajikistan,6,5,1150,1327,lose
2023-09-08,Burkina Faso,Eswatini,8,4,1602,1296,tie
2023-09-08,Egypt,Ethiopia,15,4,1660,1348,win
2023-09-08,Mali,South Sudan,10,3,1617,1101,win
2023-09-08,Georgia,Spain,7,10,1651,1996,lose
2023-09-08,Cyprus,Scotland,1,15,1355,1751,lose
2023-09-08,Croatia,Latvia,11,0,1950,1352,win
2023-09-08,Turkey,Armenia,10,8,1711,1451,tie
2023-09-08,Bosnia and Herzegovina,Liechtenstein,6,0,1616,977,win
2023-09-08,Luxembourg,Iceland,9,3,1443,1543,win
2023-09-08,Slovakia,Portugal,10,15,1579,1998,lose
2023-09-09,Antigua and Barbuda,Guyana,3,5,1163,1183,lose
2023-09-09,Bahamas,Puerto Rico,1,10,857,1087,lose
2023-09-09,British Virgin Islands,Turks and Caicos Islands,5,9,613,725,win
2023-09-09,Germany,Japan,1,10,1955,1851,lose
2023-09-09,Mexico,Australia,10,4,1812,1773,tie
2023-09-09,South Africa,Namibia,8,3,1540,1364,tie
2023-09-09,United States,Uzbekistan,11,9,1817,1575,win
2023-09-09,Malawi,Guinea,9,7,1294,1382,tie
2023-09-09,Ivory Coast,Lesotho,9,4,1667,1220,win
2023-09-09,Comoros,Zambia,3,13,1246,1464,tie
2023-09-09,Mauritania,Gabon,10,6,1388,1487,win
2023-09-09,DR Congo,Sudan,13,3,1453,1303,win
2023-09-09,Rwanda,Senegal,3,11,1278,1745,tie
2023-09-09,Ukraine,England,8,13,1822,1966,tie
2023-09-09,North Macedonia,Italy,7,7,1533,1973,tie
2023-09-09,Azerbaijan,Belgium,4,13,1423,1947,lose
2023-09-09,Estonia,Sweden,1,9,1429,1757,lose
2023-09-09,Andorra,Belarus,2,4,1109,1415,tie
2023-09-09,Kosovo,Switzerland,4,11,1507,1878,tie
2023-09-09,Romania,Israel,9,8,1610,1619,tie
2023-09-10,Guatemala,Panama,8,8,1450,1645,tie
2023-09-10,El Salvador,Trinidad and Tobago,2,9,1482,1340,lose
2023-09-10,Martinique,Curaçao,6,2,1388,1362,win
2023-09-10,Guadeloupe,Sint Maarten,10,6,1215,776,win
2023-09-10,Saint Lucia,Saint Kitts and Nevis,12,0,1045,1176,win
2023-09-10,Hungary,Czech Republic,11,9,1824,1778,tie
2023-09-10,Togo,Cape Verde,10,8,1324,1481,win
2023-09-10,Gambia,Congo,8,4,1421,1298,tie
2023-09-10,Greece,Gibraltar,7,0,1689,1068,win
2023-09-10,Faroe Islands,Moldova,0,8,1308,1232,lose
2023-09-10,Albania,Poland,10,9,1543,1801,win
2023-09-10,Montenegro,Bulgaria,5,2,1540,1522,win
2023-09-10,Lithuania,Serbia,3,10,1248,1835,lose
2023-09-10,Finland,Denmark,12,10,1688,1883,lose
2023-09-10,Kazakhstan,Northern Ireland,12,0,1391,1539,win
2023-09-10,San Marino,Slovenia,0,10,783,1667,lose
2023-09-10,Lebanon,India,10,4,1317,1220,win
2023-09-10,Thailand,Iraq,8,5,1383,1575,tie
2023-09-11,Dominican Republic,Montserrat,7,7,1175,964,win
2023-09-11,Nicaragua,Barbados,6,4,1257,1007,win
2023-09-11,Saint Martin,Bonaire,10,6,838,971,win
2023-09-11,Cayman Islands,Aruba,2,7,839,957,lose
2023-09-11,Hong Kong,Brunei,4,0,1140,603,win
2023-09-11,Kuwait,Kyrgyzstan,8,4,1315,1267,lose
2023-09-11,Myanmar,Nepal,8,4,900,943,win
2023-09-11,Vietnam,Palestine,10,4,1401,1433,win
2023-09-11,Guinea-Bissau,Sierra Leone,10,4,1380,1333,win
2023-09-11,Armenia,Croatia,8,13,1451,1950,lose
2023-09-11,Latvia,Wales,0,7,1352,1716,lose
2023-09-11,Iceland,Bosnia and Herzegovina,6,3,1543,1616,win
2023-09-11,Portugal,Luxembourg,15,9,1998,1443,win
2023-09-11,Slovakia,Liechtenstein,12,0,1579,977,win
2023-09-12,Cuba,Suriname,4,5,1326,1320,win
2023-09-12,Jamaica,Haiti,10,5,1556,1536,tie
2023-09-12,Honduras,Grenada,8,5,1471,1135,win
2023-09-12,French Guiana,Belize,5,3,1347,1075,lose
2023-09-12,Guyana,Bahamas,7,1,1183,857,win
2023-09-12,Puerto Rico,Antigua and Barbuda,10,3,1087,1163,win
2023-09-12,Turks and Caicos Islands,Dominica,9,5,725,989,lose
2023-09-12,Bolivia,Argentina,1,15,1617,2144,lose
2023-09-12,Ecuador,Uruguay,12,12,1842,1904,win
2023-09-12,Venezuela,Paraguay,10,4,1685,1727,win
2023-09-12,Peru,Brazil,5,9,1851,2133,lose
2023-09-12,Chile,Colombia,8,13,1696,1919,tie
2023-09-12,Azerbaijan,Jordan,4,6,1423,1590,win
2023-09-12,Bahrain,Turkmenistan,4,2,1494,1252,tie
2023-09-12,Egypt,Tunisia,12,10,1660,1745,lose
2023-09-12,Germany,France,4,12,1955,2081,win
2023-09-12,Qatar,Russia,5,7,1577,1753,tie
2023-09-12,Ghana,Liberia,11,2,1593,1306,win
2023-09-12,Iran,Angola,15,5,1780,1406,win
2023-09-12,Japan,Turkey,12,7,1851,1711,win
2023-09-12,Kenya,South Sudan,6,3,1371,1101,lose
2023-09-12,South Korea,Saudi Arabia,5,0,1788,1644,win
2023-09-12,Mexico,Uzbekistan,11,7,1812,1575,tie
2023-09-12,Morocco,Burkina Faso,8,5,1866,1602,win
2023-09-12,Philippines,Afghanistan,7,3,1064,1098,win
2023-09-12,Scotland,England,12,13,1751,1966,lose
2023-09-12,Senegal,Algeria,8,11,1745,1705,lose
2023-09-12,Singapore,Taiwan,8,8,1150,901,win
2023-09-12,South Africa,DR Congo,8,10,1540,1453,win
2023-09-12,United Arab Emirates,Costa Rica,8,7,1493,1737,win
2023-09-12,United States,Oman,11,10,1817,1567,win
2023-09-12,Cameroon,Burundi,8,4,1676,1253,win
2023-09-12,Norway,Georgia,10,4,1754,1651,win
2023-09-12,Spain,Cyprus,10,1,1996,1355,win
2023-09-12,Italy,Ukraine,10,8,1973,1822,win
2023-09-12,Malta,North Macedonia,6,7,1259,1533,lose
2023-09-12,Belgium,Estonia,13,1,1947,1429,win
2023-09-12,Sweden,Austria,9,11,1757,1751,lose
2023-09-12,Switzerland,Andorra,11,2,1878,1109,win
2023-09-12,Israel,Belarus,10,4,1619,1415,win
2023-09-12,Romania,Kosovo,9,3,1610,1507,win
2023-10-08,Papua New Guinea,Solomon Islands,7,10,1223,1205,lose
2023-10-08,New Caledonia,Vanuatu,6,3,1169,1125,win
2023-10-11,Wales,Gibraltar,7,0,1716,1068,win
2023-10-11,Solomon Islands,Vanuatu,10,3,1205,1125,win
2023-10-11,New Caledonia,Papua New Guinea,9,4,1169,1223,win
2023-10-12,Suriname,Haiti,3,3,1320,1536,tie
2023-10-12,Grenada,Jamaica,2,10,1135,1556,lose
2023-10-12,Cuba,Honduras,5,8,1326,1471,tie
2023-10-12,Sint Maarten,Saint Kitts and Nevis,3,3,776,1176,lose
2023-10-12,Saint Lucia,Guadeloupe,12,9,1045,1215,win
2023-10-12,Bonaire,Anguilla,6,1,971,614,win
2023-10-12,Dominica,British Virgin Islands,5,5,989,613,tie
2023-10-12,Colombia,Uruguay,11,10,1919,1904,tie
2023-10-12,Bolivia,Ecuador,1,12,1617,1842,lose
2023-10-12,Argentina,Paraguay,15,4,2144,1727,win
2023-10-12,Brazil,Venezuela,10,10,2133,1685,tie
2023-10-12,Chile,Peru,8,4,1696,1851,win
2023-10-12,Afghanistan,Mongolia,5,3,1098,805,win
2023-10-12,Cambodia,Pakistan,5,1,879,873,tie
2023-10-12,Hong Kong,Bhutan,7,3,1140,567,win
2023-10-12,Indonesia,Brunei,8,0,1278,603,win
2023-10-12,Maldives,Bangladesh,7,6,929,849,tie
2023-10-12,Nepal,Laos,5,5,943,662,tie
2023-10-12,Singapore,Guam,8,0,1150,707,win
2023-10-12,Yemen,Sri Lanka,3,1,1099,680,win
2023-10-12,Algeria,Cape Verde,11,7,1705,1481,win
2023-10-12,Bahrain,Kyrgyzstan,7,3,1494,1267,win
2023-10-12,Egypt,Zambia,12,10,1660,1464,win
2023-10-12,Georgia,Thailand,6,8,1651,1383,win
2023-10-12,Montenegro,Lebanon,8,7,1540,1317,win
2023-10-12,Russia,Cameroon,9,5,1753,1676,win
2023-10-12,Sweden,Moldova,9,7,1757,1232,win
2023-10-12,Spain,Scotland,13,9,1996,1751,win
2023-10-12,Cyprus,Norway,0,12,1355,1754,lose
2023-10-12,Latvia,Armenia,3,7,1352,1451,win
2023-10-12,Croatia,Turkey,10,10,1950,1711,lose
2023-10-12,Faroe Islands,Poland,0,9,1308,1801,lose
2023-10-12,Albania,Czech Republic,13,8,1543,1778,win
2023-10-12,Andorra,Kosovo,1,5,1109,1507,lose
2023-10-12,Belarus,Romania,5,7,1415,1610,tie
2023-10-13,Curaçao,Panama,2,10,1362,1645,lose
2023-10-13,Martinique,El Salvador,6,2,1388,1482,win
2023-10-13,Trinidad and Tobago,Guatemala,9,5,1340,1450,win
2023-10-13,Montserrat,Nicaragua,4,9,964,1257,lose
2023-10-13,Barbados,Dominican Republic,3,9,1007,1175,lose
2023-10-13,Belize,Bermuda,3,4,1075,1204,lose
2023-10-13,DR Congo,New Zealand,10,5,1453,1527,tie
2023-10-13,England,Australia,13,4,1966,1773,win
2023-10-13,Equatorial Guinea,Burkina Faso,11,3,1432,1602,tie
2023-10-13,Guinea,Guinea-Bissau,7,9,1382,1380,win
2023-10-13,Iraq,Qatar,3,5,1575,1577,tie
2023-10-13,Japan,Canada,15,6,1851,1711,win
2023-10-13,South Korea,Tunisia,8,7,1788,1745,win
2023-10-13,Mali,Uganda,12,6,1617,1392,win
2023-10-13,Nigeria,Saudi Arabia,10,1,1627,1644,tie
2023-10-13,South Africa,Eswatini,6,5,1540,1296,tie
2023-10-13,Vietnam,Uzbekistan,9,7,1401,1575,lose
2023-10-13,Netherlands,France,6,12,2073,2081,lose
2023-10-13,Estonia,Azerbaijan,1,7,1429,1423,lose
2023-10-13,Austria,Belgium,8,13,1751,1947,lose
2023-10-13,Iceland,Luxembourg,4,10,1543,1443,tie
2023-10-13,Portugal,Slovakia,15,9,1998,1579,win
2023-10-13,Liechtenstein,Bosnia and Herzegovina,0,6,977,1616,lose
2023-10-13,Angola,Mozambique,5,8,1406,1319,tie
2023-10-14,Puerto Rico,Guyana,7,9,1087,1183,lose
2023-10-14,Bahamas,Antigua and Barbuda,1,3,857,1163,lose
2023-10-14,Ivory Coast,Morocco,10,6,1667,1866,tie
2023-10-14,Liberia,Libya,1,4,1306,1349,lose
2023-10-14,Mauritania,Madagascar,10,8,1388,1297,win
2023-10-14,Mexico,Ghana,11,8,1812,1593,win
2023-10-14,Niger,Somalia,3,0,1241,895,win
2023-10-14,Sierra Leone,Benin,5,4,1333,1383,tie
2023-10-14,United States,Germany,8,6,1817,1955,lose
2023-10-14,Ukraine,North Macedonia,10,4,1822,1533,win
2023-10-14,Italy,Malta,10,3,1973,1259,win
2023-10-14,Bulgaria,Lithuania,2,5,1522,1248,lose
2023-10-14,Hungary,Serbia,11,7,1824,1835,win
