date,home_team,away_team,home_team_last_5_games,away_team_last_5_games,home_elo_rating,away_elo_rating,result
2023-10-14,Northern Ireland,San Marino,3,0,1539,783,win
2023-10-14,Slovenia,Finland,10,9,1667,1688,win
2023-10-14,Denmark,Kazakhstan,13,9,1883,1391,win
2023-10-14,Papua New Guinea,Vanuatu,1,6,1223,1125,lose
2023-10-14,New Caledonia,Solomon Islands,9,10,1169,1205,lose
2023-10-15,Honduras,Cuba,8,5,1471,1326,win
2023-10-15,Haiti,Jamaica,3,10,1536,1556,lose
2023-10-15,Suriname,Grenada,6,2,1320,1135,win
2023-10-15,Guadeloupe,Saint Lucia,9,9,1215,1045,win
2023-10-15,Saint Kitts and Nevis,Sint Maarten,3,3,1176,776,lose
2023-10-15,Kyrgyzstan,Philippines,3,10,1267,1064,lose
2023-10-15,Sudan,Tanzania,4,8,1303,1312,tie
2023-10-15,Georgia,Cyprus,6,0,1651,1355,win
2023-10-15,Norway,Spain,12,13,1754,1996,lose
2023-10-15,Wales,Croatia,10,7,1716,1950,win
2023-10-15,Turkey,Latvia,10,3,1711,1352,win
2023-10-15,Czech Republic,Faroe Islands,8,0,1778,1308,win
2023-10-15,Poland,Moldova,7,8,1801,1232,tie
2023-10-15,Switzerland,Belarus,9,6,1878,1415,tie
2023-10-15,Romania,Andorra,9,1,1610,1109,win
2023-10-16,Dominican Republic,Barbados,9,3,1175,1007,win
2023-10-16,Nicaragua,Montserrat,12,4,1257,964,win
2023-10-16,Saint Martin,Anguilla,12,0,838,614,win
2023-10-16,Turks and Caicos Islands,British Virgin Islands,7,5,725,613,tie
2023-10-16,Algeria,Egypt,9,10,1705,1660,tie
2023-10-16,Botswana,Eswatini,7,5,1363,1296,win
2023-10-16,Kenya,Russia,7,9,1371,1753,tie
2023-10-16,Mozambique,Nigeria,7,13,1319,1627,lose
2023-10-16,Senegal,Cameroon,8,4,1745,1676,win
2023-10-16,Greece,Netherlands,6,9,1689,2073,lose
2023-10-16,Azerbaijan,Austria,7,10,1423,1751,lose
2023-10-16,Belgium,Sweden,13,7,1947,1757,tie
2023-10-16,Iceland,Liechtenstein,7,0,1543,977,win
2023-10-16,Bosnia and Herzegovina,Portugal,6,15,1616,1998,lose
2023-10-16,Luxembourg,Slovakia,7,9,1443,1579,lose
2023-10-17,El Salvador,Martinique,2,7,1482,1388,tie
2023-10-17,Panama,Guatemala,13,5,1645,1450,win
2023-10-17,Curaçao,Trinidad and Tobago,4,9,1362,1340,win
2023-10-17,Bermuda,Belize,5,4,1204,1075,tie
2023-10-17,Antigua and Barbuda,Bahamas,4,2,1163,857,tie
2023-10-17,Guyana,Puerto Rico,12,6,1183,1087,win
2023-10-17,Venezuela,Chile,10,5,1685,1696,win
2023-10-17,Ecuador,Colombia,10,9,1842,1919,tie
2023-10-17,Paraguay,Bolivia,7,0,1727,1617,win
2023-10-17,Peru,Argentina,1,15,1851,2144,lose
2023-10-17,Uruguay,Brazil,10,7,1904,2133,win
2023-10-17,Bangladesh,Maldives,6,4,849,929,win
2023-10-17,Bhutan,Hong Kong,6,7,567,1140,win
2023-10-17,Brunei,Indonesia,0,10,603,1278,lose
2023-10-17,Guam,Singapore,0,10,707,1150,lose
2023-10-17,Laos,Nepal,4,8,662,943,lose
2023-10-17,Mongolia,Afghanistan,3,8,805,1098,lose
2023-10-17,Pakistan,Cambodia,4,5,873,879,win
2023-10-17,Sri Lanka,Yemen,1,4,680,1099,tie
2023-10-17,Albania,Bulgaria,13,1,1543,1522,win
2023-10-17,Angola,DR Congo,6,8,1406,1453,tie
2023-10-17,Australia,New Zealand,4,5,1773,1527,win
2023-10-17,Bahrain,Philippines,10,7,1494,1064,win
2023-10-17,Benin,Madagascar,3,10,1383,1297,lose
2023-10-17,Burkina Faso,Mauritania,5,10,1602,1388,win
2023-10-17,Cape Verde,Comoros,4,5,1481,1246,lose
2023-10-17,Estonia,Thailand,1,8,1429,1383,tie
2023-10-17,France,Scotland,12,6,2081,1751,win
2023-10-17,Guinea,Gabon,5,4,1382,1487,tie
2023-10-17,Ivory Coast,South Africa,8,7,1667,1540,tie
2023-10-17,South Korea,Vietnam,11,6,1788,1401,win
2023-10-17,Libya,Niger,5,4,1349,1241,tie
2023-10-17,Mali,Saudi Arabia,12,1,1617,1644,win
2023-10-17,Mexico,Germany,9,7,1812,1955,tie
2023-10-17,North Macedonia,Armenia,7,4,1533,1451,win
2023-10-17,Somalia,Sierra Leone,0,7,895,1333,lose
2023-10-17,Sudan,Chad,7,1,1303,1186,win
2023-10-17,Syria,Kuwait,4,10,1413,1315,lose
2023-10-17,United Arab Emirates,Lebanon,11,4,1493,1317,win
2023-10-17,United States,Ghana,10,7,1817,1593,win
2023-10-17,Zambia,Uganda,10,3,1464,1392,win
2023-10-17,Morocco,Liberia,8,1,1866,1306,win
2023-10-17,England,Italy,13,10,1966,1973,win
2023-10-17,Malta,Ukraine,3,10,1259,1822,lose
2023-10-17,Serbia,Montenegro,7,7,1835,1540,win
2023-10-17,Lithuania,Hungary,5,11,1248,1824,tie
2023-10-17,Finland,Kazakhstan,6,9,1688,1391,lose
2023-10-17,Northern Ireland,Slovenia,3,13,1539,1667,lose
2023-10-17,San Marino,Denmark,0,13,783,1883,lose
2023-10-23,United Arab Emirates,Kuwait,13,7,1493,1315,win
2023-11-11,Guatemala,Jamaica,5,11,1450,1556,tie
2023-11-12,Kosovo,Israel,7,10,1507,1619,win
2023-11-15,Ethiopia,Sierra Leone,5,5,1348,1333,tie
2023-11-15,DR Congo,Mauritania,8,9,1453,1388,win
2023-11-15,Rwanda,Zimbabwe,4,5,1278,1313,tie
2023-11-15,Equatorial Guinea,Namibia,8,6,1432,1364,lose
2023-11-15,Belgium,Serbia,13,6,1947,1835,win
2023-11-15,Israel,Switzerland,8,7,1619,1878,tie
2023-11-16,Sint Maarten,Guadeloupe,3,12,776,1215,lose
2023-11-16,Saint Kitts and Nevis,Saint Lucia,4,10,1176,1045,tie
2023-11-16,British Virgin Islands,Dominica,5,7,613,989,lose
2023-11-16,Costa Rica,Panama,6,13,1737,1645,lose
2023-11-16,United States,Trinidad and Tobago,12,9,1817,1340,win
2023-11-16,Bolivia,Peru,3,1,1617,1851,win
2023-11-16,Venezuela,Ecuador,8,8,1685,1842,tie
2023-11-16,Colombia,Brazil,9,7,1919,2133,win
2023-11-16,Argentina,Uruguay,12,10,2144,1904,lose
2023-11-16,Chile,Paraguay,5,5,1696,1727,tie
2023-11-16,Qatar,Afghanistan,5,7,1577,1098,win
2023-11-16,Kuwait,India,6,6,1315,1220,lose
2023-11-16,Japan,Myanmar,15,8,1851,900,win
2023-11-16,Syria,North Korea,7,5,1413,1378,win
2023-11-16,South Korea,Singapore,13,9,1788,1150,win
2023-11-16,Oman,Taiwan,12,7,1567,901,win
2023-11-16,Malaysia,Kyrgyzstan,11,3,1216,1267,win
2023-11-16,Iran,Hong Kong,15,7,1780,1140,win
2023-11-16,Turkmenistan,Uzbekistan,1,10,1252,1575,lose
2023-11-16,Iraq,Indonesia,6,9,1575,1278,win
2023-11-16,Philippines,Vietnam,7,6,1064,1401,lose
2023-11-16,Tajikistan,Jordan,6,4,1327,1590,tie
2023-11-16,Saudi Arabia,Pakistan,4,4,1644,873,win
2023-11-16,United Arab Emirates,Nepal,15,5,1493,943,win
2023-11-16,Yemen,Bahrain,4,10,1099,1494,lose
2023-11-16,Lebanon,Palestine,4,2,1317,1433,tie
2023-11-16,Australia,Bangladesh,7,6,1773,849,win
2023-11-16,Egypt,Djibouti,10,6,1660,860,win
2023-11-16,Sudan,Togo,5,11,1303,1324,tie
2023-11-16,Nigeria,Lesotho,11,2,1627,1220,tie
2023-11-16,Cape Verde,Angola,4,4,1481,1406,tie
2023-11-16,Burundi,Gambia,7,7,1253,1421,win
2023-11-16,Gabon,Kenya,4,4,1487,1371,win
2023-11-16,Botswana,Mozambique,4,10,1363,1319,lose
2023-11-16,Algeria,Somalia,11,0,1705,895,win
2023-11-16,Curaçao,El Salvador,4,2,1362,1482,tie
2023-11-16,Norway,Faroe Islands,12,0,1754,1308,win
2023-11-16,Cyprus,Spain,0,15,1355,1996,lose
2023-11-16,Georgia,Scotland,7,4,1651,1751,tie
2023-11-16,Estonia,Austria,1,10,1429,1751,lose
2023-11-16,Azerbaijan,Sweden,9,7,1423,1757,win
2023-11-16,Bulgaria,Hungary,1,9,1522,1824,tie
2023-11-16,Montenegro,Lithuania,10,5,1540,1248,win
2023-11-16,Liechtenstein,Portugal,0,15,977,1998,lose
2023-11-16,Luxembourg,Bosnia and Herzegovina,7,6,1443,1616,win
2023-11-16,Slovakia,Iceland,9,7,1579,1543,win
2023-11-17,Montserrat,Dominican Republic,6,9,964,1175,win
2023-11-17,Barbados,Nicaragua,0,15,1007,1257,lose
2023-11-17,Belize,French Guiana,7,7,1075,1347,win
2023-11-17,Honduras,Mexico,10,6,1471,1812,win
2023-11-17,Burkina Faso,Guinea-Bissau,6,7,1602,1380,tie
2023-11-17,Eswatini,Libya,2,8,1296,1349,lose
2023-11-17,Cameroon,Mauritius,7,7,1676,950,win
2023-11-17,Zambia,Congo,10,4,1464,1298,win
2023-11-17,Ivory Coast,Seychelles,8,0,1667,883,win
2023-11-17,Guinea,Uganda,8,3,1382,1392,win
2023-11-17,Liberia,Malawi,0,9,1306,1294,lose
2023-11-17,Comoros,Central African Republic,7,6,1246,1261,win
2023-11-17,Ghana,Madagascar,9,7,1593,1297,win
2023-11-17,Mali,Chad,15,1,1617,1186,win
2023-11-17,Greece,New Zealand,9,4,1689,1527,win
2023-11-17,England,Malta,13,3,1966,1259,win
2023-11-17,Italy,North Macedonia,10,7,1973,1533,win
2023-11-17,Moldova,Albania,6,11,1232,1543,tie
2023-11-17,Poland,Czech Republic,8,6,1801,1778,tie
2023-11-17,Finland,Northern Ireland,6,3,1688,1539,win
2023-11-17,Denmark,Slovenia,15,12,1883,1667,win
2023-11-17,Kazakhstan,San Marino,9,0,1391,783,win
2023-11-17,Papua New Guinea,Tuvalu,3,1,1223,737,win
2023-11-18,Antigua and Barbuda,Puerto Rico,4,9,1163,1087,lose
2023-11-18,Anguilla,Bonaire,0,6,614,971,lose
2023-11-18,Jamaica,Canada,8,8,1556,1711,lose
2023-11-18,Senegal,South Sudan,10,3,1745,1101,win
2023-11-18,South Africa,Benin,9,2,1540,1383,win
2023-11-18,Niger,Tanzania,4,8,1241,1312,lose
2023-11-18,Germany,Turkey,7,10,1955,1711,lose
2023-11-18,France,Gibraltar,12,0,2081,1068,win
2023-11-18,Armenia,Wales,2,11,1451,1716,tie
2023-11-18,Latvia,Croatia,3,9,1352,1950,lose
2023-11-18,Belarus,Andorra,6,1,1415,1109,win
2023-11-18,Switzerland,Kosovo,7,8,1878,1507,tie
2023-11-18,Israel,Romania,5,11,1619,1610,lose
2023-11-19,Guadeloupe,Saint Kitts and Nevis,12,4,1215,1176,win
2023-11-19,Saint Lucia,Sint Maarten,7,6,1045,776,lose
2023-11-19,Sierra Leone,Egypt,5,10,1333,1660,lose
2023-11-19,Sudan,DR Congo,8,5,1303,1453,win
2023-11-19,Zimbabwe,Nigeria,5,9,1313,1627,tie
2023-11-19,Burundi,Gabon,7,7,1253,1487,lose
2023-11-19,Mozambique,Algeria,7,13,1319,1705,lose
2023-11-19,Cyprus,Lithuania,3,4,1355,1248,win
2023-11-19,Scotland,Norway,2,10,1751,1754,tie
2023-11-19,Spain,Georgia,15,7,1996,1651,win
2023-11-19,Belgium,Azerbaijan,13,9,1947,1423,win
2023-11-19,Sweden,Estonia,7,1,1757,1429,win
2023-11-19,Hungary,Montenegro,9,9,1824,1540,win
2023-11-19,Serbia,Bulgaria,7,2,1835,1522,tie
2023-11-19,Portugal,Iceland,15,7,1998,1543,win
2023-11-19,Bosnia and Herzegovina,Slovakia,3,12,1616,1579,lose
2023-11-19,Liechtenstein,Luxembourg,0,7,977,1443,lose
2023-11-20,Montserrat,Barbados,6,0,964,1007,win
2023-11-20,Aruba,Cayman Islands,12,4,957,839,win
2023-11-20,Dominica,Turks and Caicos Islands,10,4,989,725,win
2023-11-20,Panama,Costa Rica,13,3,1645,1737,win
2023-11-20,Trinidad and Tobago,United States,9,9,1340,1817,win
2023-11-20,Djibouti,Guinea-Bissau,6,10,860,1380,lose
2023-11-20,Gambia,Ivory Coast,7,11,1421,1667,lose
2023-11-20,Seychelles,Kenya,0,7,883,1371,lose
2023-11-20,Liberia,Equatorial Guinea,3,5,1306,1432,win
2023-11-20,Mali,Central African Republic,13,4,1617,1261,tie
2023-11-20,Chad,Madagascar,1,7,1186,1297,lose
2023-11-20,Curaçao,El Salvador,5,3,1362,1482,tie
2023-11-20,Russia,Cuba,11,5,1753,1326,win
2023-11-20,North Macedonia,England,7,13,1533,1966,tie
2023-11-20,Ukraine,Italy,8,10,1822,1973,tie
2023-11-20,Albania,Faroe Islands,11,1,1543,1308,tie
2023-11-20,Czech Republic,Moldova,8,5,1778,1232,win
2023-11-20,Northern Ireland,Denmark,6,12,1539,1883,win
2023-11-20,San Marino,Finland,0,6,783,1688,lose
2023-11-20,Slovenia,Kazakhstan,12,9,1667,1391,win
2023-11-20,Tuvalu,Vanuatu,1,6,737,1125,lose
2023-11-21,Nicaragua,Dominican Republic,13,10,1257,1175,tie
2023-11-21,French Guiana,Bermuda,9,7,1347,1204,win
2023-11-21,Guyana,Antigua and Barbuda,15,4,1183,1163,win
2023-11-21,Puerto Rico,Bahamas,9,1,1087,857,win
2023-11-21,Bonaire,Saint Martin,6,12,971,838,lose
2023-11-21,Canada,Jamaica,7,10,1711,1556,lose
2023-11-21,Mexico,Honduras,8,10,1812,1471,win
2023-11-21,Ecuador,Chile,11,5,1842,1696,win
2023-11-21,Paraguay,Colombia,4,9,1727,1919,lose
2023-11-21,Uruguay,Bolivia,10,3,1904,1617,win
2023-11-21,Peru,Venezuela,1,9,1851,1685,tie
2023-11-21,Brazil,Argentina,4,12,2133,2144,lose
2023-11-21,India,Qatar,5,8,1220,1577,lose
2023-11-21,Afghanistan,Kuwait,6,6,1098,1315,lose
2023-11-21,Myanmar,North Korea,7,5,900,1378,lose
2023-11-21,Syria,Japan,7,15,1413,1851,lose
2023-11-21,Singapore,Thailand,9,5,1150,1383,lose
2023-11-21,Taiwan,Malaysia,6,11,901,1216,lose
2023-11-21,Kyrgyzstan,Oman,6,9,1267,1567,win
2023-11-21,Uzbekistan,Iran,11,13,1575,1780,tie
2023-11-21,Hong Kong,Turkmenistan,7,2,1140,1252,tie
2023-11-21,Philippines,Indonesia,7,10,1064,1278,tie
2023-11-21,Vietnam,Iraq,3,9,1401,1575,lose
2023-11-21,Pakistan,Tajikistan,4,8,873,1327,lose
2023-11-21,Jordan,Saudi Arabia,4,7,1590,1644,lose
2023-11-21,Bahrain,United Arab Emirates,10,15,1494,1493,lose
2023-11-21,Nepal,Yemen,4,7,943,1099,lose
2023-11-21,Palestine,Australia,1,10,1433,1773,lose
2023-11-21,Bangladesh,Lebanon,6,5,849,1317,tie
2023-11-21,Ethiopia,Burkina Faso,5,8,1348,1602,lose
2023-11-21,South Sudan,Mauritania,4,7,1101,1388,tie
2023-11-21,Togo,Senegal,11,8,1324,1745,tie
2023-11-21,Lesotho,Benin,3,2,1220,1383,tie
2023-11-21,Rwanda,South Africa,6,8,1278,1540,win
2023-11-21,Eswatini,Cape Verde,2,4,1296,1481,lose
2023-11-21,Libya,Cameroon,9,7,1349,1676,tie
2023-11-21,Mauritius,Angola,7,4,950,1406,tie
2023-11-21,Niger,Zambia,7,7,1241,1464,win
2023-11-21,Tanzania,Morocco,8,10,1312,1866,lose
2023-11-21,Somalia,Uganda,0,6,895,1392,lose
2023-11-21,Botswana,Guinea,7,8,1363,1382,win
2023-11-21,Malawi,Tunisia,6,12,1294,1745,lose
2023-11-21,Comoros,Ghana,10,6,1246,1593,win
2023-11-21,Austria,Germany,12,7,1751,1955,win
2023-11-21,Poland,Latvia,8,3,1801,1352,win
2023-11-21,Gibraltar,Netherlands,0,12,1068,2073,lose
2023-11-21,Greece,France,10,10,1689,2081,tie
2023-11-21,Wales,Turkey,11,10,1716,1711,tie
2023-11-21,Croatia,Armenia,9,1,1950,1451,win
2023-11-21,Andorra,Israel,0,7,1109,1619,lose
2023-11-21,Kosovo,Belarus,7,8,1507,1415,lose
2023-11-21,Romania,Switzerland,13,6,1610,1878,win
2023-11-21,Fiji,Tahiti,7,10,1247,1155,tie
2023-11-23,Vanuatu,Papua New Guinea,7,4,1125,1223,tie
2023-11-24,Cook Islands,New Caledonia,3,12,682,1169,lose
2023-11-24,Northern Mariana Islands,Tahiti,1,13,405,1155,lose
2023-11-27,Tonga,Tuvalu,0,3,527,737,lose
2023-11-27,Tahiti,Samoa,13,6,1155,677,win
2023-11-27,Cook Islands,Papua New Guinea,3,7,682,1223,lose
2023-11-28,New Caledonia,Vanuatu,12,7,1169,1125,win
2023-11-28,Solomon Islands,Fiji,15,4,1205,1247,win
2023-11-30,Northern Mariana Islands,Tuvalu,4,6,405,737,lose
2023-11-30,Samoa,Cook Islands,6,3,677,682,win
2023-11-30,Tahiti,Papua New Guinea,13,7,1155,1223,win
2023-12-01,Vanuatu,Fiji,7,7,1125,1247,lose
2023-12-02,Solomon Islands,New Caledonia,13,10,1205,1169,tie
2023-12-16,Mexico,Colombia,7,11,1812,1919,lose
2024-01-01,Japan,Thailand,15,4,1905,1384,win
2024-01-02,Indonesia,Libya,7,11,1285,1357,lose
2024-01-04,Tajikistan,Hong Kong,10,4,1375,1068,win
2024-01-04,Saudi Arabia,Lebanon,10,2,1586,1313,win
2024-01-05,Indonesia,Libya,4,11,1285,1357,lose
2024-01-05,Iran,Burkina Faso,13,8,1827,1564,win
2024-01-05,Kyrgyzstan,Syria,4,7,1252,1426,tie
2024-01-05,Qatar,Jordan,8,4,1534,1503,lose
2024-01-05,Togo,Algeria,8,13,1394,1723,lose
2024-01-06,DR Congo,Angola,6,5,1497,1385,tie
2024-01-06,Iraq,South Korea,8,15,1621,1799,lose
2024-01-06,Bahrain,Australia,9,12,1449,1784,lose
2024-01-06,Mozambique,Lesotho,7,2,1354,1241,win
2024-01-06,United Arab Emirates,Oman,12,9,1530,1556,lose
2024-01-06,Ivory Coast,Sierra Leone,11,5,1642,1311,win
2024-01-06,Tunisia,Mauritania,10,5,1738,1389,tie
2024-01-06,Mali,Guinea-Bissau,13,7,1614,1413,win
2024-01-07,Uzbekistan,Palestine,13,1,1643,1410,win
2024-01-07,Egypt,Tanzania,13,5,1684,1349,win
2024-01-08,Nigeria,Guinea,6,10,1587,1423,lose
2024-01-08,Botswana,Mozambique,7,7,1344,1354,tie
2024-01-08,Syria,Malaysia,5,9,1426,1302,tie
2024-01-08,Senegal,Niger,10,7,1731,1238,win
2024-01-08,Ghana,Namibia,4,9,1548,1377,tie
2024-01-09,Japan,Jordan,15,4,1905,1503,win
2024-01-09,Kyrgyzstan,Vietnam,7,3,1252,1393,win
2024-01-09,Zambia,Cameroon,7,5,1487,1617,tie
2024-01-09,Equatorial Guinea,Djibouti,3,7,1515,911,tie
2024-01-09,Saudi Arabia,Palestine,10,2,1586,1410,tie
2024-01-09,Burundi,Algeria,6,13,1287,1723,lose
2024-01-09,Indonesia,Iran,1,13,1285,1827,lose
2024-01-10,South Africa,Lesotho,6,3,1486,1241,tie
2024-01-10,DR Congo,Burkina Faso,5,10,1497,1564,lose
2024-01-10,Bahrain,Angola,6,7,1449,1385,lose
2024-01-10,Saudi Arabia,Hong Kong,13,4,1586,1068,win
2024-01-10,Tunisia,Cape Verde,10,4,1738,1479,win
2024-01-11,Morocco,Sierra Leone,13,4,1846,1311,win
2024-01-12,Qatar,Lebanon,10,2,1534,1313,win
2024-01-12,Kuwait,Libya,6,13,1370,1357,lose
2024-01-12,Sweden,Estonia,10,1,1691,1365,win
2024-01-13,Australia,India,15,4,1784,1262,win
2024-01-13,Uzbekistan,Syria,11,6,1643,1426,tie
2024-01-13,Ivory Coast,Guinea-Bissau,13,4,1642,1413,win
2024-01-13,Guatemala,Iceland,2,7,1494,1479,lose
2024-01-14,United Arab Emirates,Hong Kong,12,4,1530,1068,win
2024-01-14,Iran,Palestine,13,2,1827,1410,win
2024-01-14,Japan,Vietnam,15,3,1905,1393,win
2024-01-14,Nigeria,Equatorial Guinea,6,3,1587,1515,tie
2024-01-14,Egypt,Mozambique,11,8,1684,1354,tie
2024-01-14,Ghana,Cape Verde,4,7,1548,1479,lose
2024-01-15,Indonesia,Iraq,1,10,1285,1621,lose
2024-01-15,South Korea,Bahrain,15,3,1799,1449,win
2024-01-15,Malaysia,Jordan,8,7,1302,1503,lose
2024-01-15,Senegal,Gambia,13,4,1731,1396,win
2024-01-15,Cameroon,Guinea,6,8,1617,1423,tie
2024-01-15,Algeria,Angola,13,7,1723,1385,tie
2024-01-16,Thailand,Kyrgyzstan,7,7,1384,1252,win
2024-01-16,Saudi Arabia,Oman,13,6,1586,1556,win
2024-01-16,Burkina Faso,Mauritania,10,2,1564,1389,win
2024-01-16,Tunisia,Namibia,10,11,1738,1377,lose
2024-01-16,Mali,South Africa,13,5,1614,1486,win
2024-01-17,Qatar,Tajikistan,12,8,1534,1375,win
2024-01-17,Morocco,Tanzania,13,4,1846,1349,win
2024-01-17,DR Congo,Zambia,5,8,1497,1487,tie
2024-01-17,Honduras,Iceland,7,9,1531,1479,lose
2024-01-18,Syria,Australia,3,15,1426,1784,lose
2024-01-18,India,Uzbekistan,3,11,1262,1643,lose
2024-01-18,Palestine,United Arab Emirates,2,10,1410,1530,tie
2024-01-18,Equatorial Guinea,Guinea-Bissau,5,4,1515,1413,win
2024-01-18,Ivory Coast,Nigeria,12,6,1642,1587,lose
2024-01-18,Egypt,Ghana,11,5,1684,1548,tie
2024-01-19,Hong Kong,Iran,3,13,1068,1827,lose
2024-01-19,Iraq,Japan,12,12,1621,1905,win
2024-01-19,Vietnam,Indonesia,3,3,1393,1285,lose
2024-01-19,Cape Verde,Mozambique,10,5,1479,1354,win
2024-01-19,Senegal,Cameroon,13,6,1731,1617,win
2024-01-19,Guinea,Gambia,10,1,1423,1396,win
2024-01-19,Kuwait,Uganda,3,6,1370,1365,lose
2024-01-20,Jordan,South Korea,7,13,1503,1799,tie
2024-01-20,Bahrain,Malaysia,3,7,1449,1302,win
2024-01-20,Algeria,Burkina Faso,11,10,1723,1564,tie
2024-01-20,Mauritania,Angola,2,9,1389,1385,lose
2024-01-20,Tunisia,Mali,8,11,1738,1614,tie
2024-01-20,United States,Slovenia,6,12,1774,1710,lose
2024-01-21,Oman,Thailand,7,7,1556,1384,tie
2024-01-21,Kyrgyzstan,Saudi Arabia,7,13,1252,1586,lose
2024-01-21,South Africa,Namibia,7,10,1486,1377,win
2024-01-21,Morocco,DR Congo,13,3,1846,1497,tie
2024-01-21,Zambia,Tanzania,6,4,1487,1349,tie
2024-01-22,Tajikistan,Lebanon,10,2,1375,1313,win
2024-01-22,Guinea-Bissau,Nigeria,3,8,1413,1587,lose
2024-01-22,Ivory Coast,Equatorial Guinea,9,8,1642,1515,lose
2024-01-22,Cape Verde,Egypt,10,9,1479,1684,tie
2024-01-22,Mozambique,Ghana,6,3,1354,1548,tie
2024-01-23,Australia,Uzbekistan,13,9,1784,1643,tie
2024-01-23,Syria,India,6,3,1426,1262,win
2024-01-23,Hong Kong,Palestine,0,5,1068,1410,lose
2024-01-23,Iran,United Arab Emirates,15,7,1827,1530,win
2024-01-23,Gambia,Cameroon,0,6,1396,1617,lose
2024-01-23,Guinea,Senegal,7,13,1423,1731,lose
2024-01-23,Angola,Burkina Faso,11,7,1385,1564,win
2024-01-23,Mauritania,Algeria,5,8,1389,1723,win
2024-01-24,Iraq,Vietnam,12,0,1621,1393,win
2024-01-24,Japan,Indonesia,12,3,1905,1285,win
2024-01-24,Namibia,Mali,8,9,1377,1614,tie
2024-01-24,South Africa,Tunisia,5,6,1486,1738,tie
2024-01-24,Tanzania,DR Congo,2,4,1349,1497,tie
2024-01-24,Zambia,Morocco,3,13,1487,1846,lose
2024-01-25,Jordan,Bahrain,7,6,1503,1449,lose
2024-01-25,South Korea,Malaysia,11,5,1799,1302,tie
2024-01-25,Kyrgyzstan,Oman,5,5,1252,1556,tie
2024-01-25,Saudi Arabia,Thailand,11,8,1586,1384,tie
2024-01-27,Angola,Namibia,13,5,1385,1377,win
2024-01-27,Nigeria,Cameroon,10,5,1587,1617,win
2024-01-28,Australia,Indonesia,13,3,1784,1285,win
2024-01-28,Tajikistan,United Arab Emirates,8,5,1375,1530,tie
2024-01-28,Egypt,DR Congo,7,4,1684,1497,tie
2024-01-28,Equatorial Guinea,Guinea,8,10,1515,1423,lose
2024-01-29,Iraq,Jordan,9,7,1621,1503,lose
2024-01-29,Qatar,Palestine,12,5,1534,1410,win
2024-01-29,Cape Verde,Mauritania,10,4,1479,1389,win
2024-01-29,Ivory Coast,Senegal,7,13,1642,1731,tie
2024-01-30,Saudi Arabia,South Korea,11,9,1586,1799,tie
2024-01-30,Uzbekistan,Thailand,11,5,1643,1384,win
2024-01-30,Mali,Burkina Faso,11,7,1614,1564,win
2024-01-30,Morocco,South Africa,10,8,1846,1486,lose
2024-01-31,Bahrain,Japan,6,12,1449,1905,lose
2024-01-31,Iran,Syria,13,6,1827,1426,tie
2024-02-02,Australia,South Korea,10,9,1784,1799,lose
2024-02-02,Tajikistan,Jordan,5,10,1375,1503,lose
2024-02-02,DR Congo,Guinea,7,7,1497,1423,win
2024-02-02,Nigeria,Angola,13,10,1587,1385,win
2024-02-03,Iran,Japan,13,9,1827,1905,win
2024-02-03,Qatar,Uzbekistan,13,9,1534,1643,tie
2024-02-03,Cape Verde,South Africa,11,8,1479,1486,tie
2024-02-03,Ivory Coast,Mali,7,8,1642,1614,win
2024-02-03,Costa Rica,El Salvador,6,3,1576,1408,win
2024-02-06,Jordan,South Korea,10,6,1503,1799,win
2024-02-07,Qatar,Iran,13,10,1534,1827,win
2024-02-07,Ivory Coast,DR Congo,7,6,1642,1497,win
2024-02-07,Nigeria,South Africa,13,9,1587,1486,tie
2024-02-10,Qatar,Jordan,13,9,1534,1503,win
2024-02-10,South Africa,DR Congo,7,6,1486,1497,tie
2024-02-11,Ivory Coast,Nigeria,10,10,1642,1587,win
2024-03-01,Trinidad and Tobago,Jamaica,6,10,1432,1617,lose
2024-03-03,Trinidad and Tobago,Jamaica,4,8,1432,1617,tie
2024-03-14,Kazakhstan,Turkmenistan,9,2,1481,1222,win
2024-03-18,Solomon Islands,Fiji,13,7,1305,1203,win
2024-03-20,Bonaire,El Salvador,7,4,832,1408,tie
2024-03-20,San Marino,Saint Kitts and Nevis,0,7,777,1078,lose
2024-03-20,Djibouti,Liberia,4,6,911,1256,lose
2024-03-20,Somalia,Eswatini,0,4,894,1255,lose
2024-03-20,Tonga,Samoa,3,9,524,698,lose
2024-03-21,South Africa,Andorra,7,1,1486,1102,tie
2024-03-21,Cape Verde,Guyana,11,12,1479,1273,win
2024-03-21,Guinea,Vanuatu,9,4,1423,1079,win
2024-03-21,Panama,Mexico,12,7,1765,1794,lose
2024-03-21,United States,Jamaica,9,7,1774,1617,win
2024-03-21,Gibraltar,Lithuania,0,7,1057,1320,lose
2024-03-21,Poland,Estonia,11,1,1709,1365,win
2024-03-21,Wales,Finland,11,6,1695,1640,win
2024-03-21,Israel,Iceland,4,9,1602,1479,lose
2024-03-21,Bosnia and Herzegovina,Ukraine,3,10,1485,1850,lose
2024-03-21,Georgia,Luxembourg,10,7,1637,1520,win
2024-03-21,Greece,Kazakhstan,10,9,1728,1481,win
2024-03-21,Qatar,Kuwait,13,3,1534,1370,win
2024-03-21,Afghanistan,India,7,1,1076,1262,tie
2024-03-21,Myanmar,Syria,5,6,910,1426,tie
